sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
gps_n_locations_3d_max,Q3_score,-0.0987,0.5139760182163562,NaN,0.0987,46,-0.3782,0.1972,spearman,negligible,false,0.0
gps_n_locations_3d_max,Q4_score,-0.1258,0.40495878743785685,NaN,0.1258,46,-0.4014,0.1708,spearman,small,false,0.0
gps_n_locations_3d_max,Q5_score,0.0658,0.6640611643844814,NaN,0.0658,46,-0.2289,0.3494,spearman,negligible,false,0.0
gps_n_locations_3d_max,Q6_score,-0.12,0.426901547839592,NaN,0.12,46,-0.3965,0.1764,spearman,small,false,0.0
gps_n_locations_3d_max,Q7_score,-0.1084,0.4734675834814165,NaN,0.1084,46,-0.3865,0.1878,spearman,small,false,0.0
gps_n_locations_3d_max,Q8_score,-0.1838,0.221422753991414,NaN,0.1838,46,-0.4501,0.1125,spearman,small,false,0.0
gps_n_locations_3d_max,Q9_score,-0.0798,0.5982498992976039,NaN,0.0798,46,-0.3617,0.2155,spearman,negligible,false,0.0
gps_n_locations_3d_trend,total_score,-0.1836,0.22183115887819504,NaN,0.1836,46,-0.45,0.1127,spearman,small,false,0.0
gps_n_locations_3d_trend,Q1_score,-0.1506,0.3178863560938468,NaN,0.1506,46,-0.4224,0.1461,spearman,small,false,0.0
gps_n_locations_3d_trend,Q2_score,-0.2068,0.16795142247476946,NaN,0.2068,46,-0.4689,0.0889,spearman,small,false,0.0
gps_n_locations_3d_trend,Q3_score,-0.0888,0.5574510083350435,NaN,0.0888,46,-0.3695,0.2069,spearman,negligible,false,0.0
gps_n_locations_3d_trend,Q4_score,-0.1023,0.49856033691485246,NaN,0.1023,46,-0.3813,0.1937,spearman,small,false,0.0
gps_n_locations_3d_trend,Q5_score,0.0309,0.8386823021550727,NaN,0.0309,46,-0.2618,0.3183,spearman,negligible,false,0.0
gps_n_locations_3d_trend,Q6_score,-0.1983,0.18653898299962762,NaN,0.1983,46,-0.462,0.0976,spearman,small,false,0.0
gps_n_locations_3d_trend,Q7_score,-0.1455,0.33468748309355345,NaN,0.1455,46,-0.4181,0.1512,spearman,small,false,0.0
gps_n_locations_3d_trend,Q8_score,-0.0563,0.7099540388411661,NaN,0.0563,46,-0.3411,0.2378,spearman,negligible,false,0.0
gps_n_locations_3d_trend,Q9_score,-0.1464,0.33163279683503244,NaN,0.1464,46,-0.4189,0.1503,spearman,small,false,0.0
gps_total_distance_3d_mean,total_score,-0.3209,0.02965138859609174,NaN,0.3209,46,-0.5591,-0.0338,spearman,medium,false,1.0
gps_total_distance_3d_mean,Q1_score,-0.1338,0.375183135789692,NaN,0.1338,46,-0.4083,0.1628,spearman,small,false,0.0
gps_total_distance_3d_mean,Q2_score,-0.3797,0.009259661527403899,NaN,0.3797,46,-0.6034,-0.1004,spearman,medium,false,1.0
gps_total_distance_3d_mean,Q3_score,-0.2112,0.15877432415544768,NaN,0.2112,46,-0.4726,0.0842,spearman,small,false,0.0
gps_total_distance_3d_mean,Q4_score,-0.0444,0.7696556134581387,NaN,0.0444,46,-0.3304,0.2491,spearman,negligible,false,0.0
gps_total_distance_3d_mean,Q5_score,-0.1725,0.2516555242909383,NaN,0.1725,46,-0.4407,0.124,spearman,small,false,0.0
gps_total_distance_3d_mean,Q6_score,-0.3226,0.028786692831892478,NaN,0.3226,46,-0.5604,-0.0356,spearman,medium,false,1.0
gps_total_distance_3d_mean,Q7_score,-0.1808,0.2291396287603379,NaN,0.1808,46,-0.4476,0.1155,spearman,small,false,0.0
gps_total_distance_3d_mean,Q8_score,-0.2207,0.1404412304345671,NaN,0.2207,46,-0.4803,0.0743,spearman,small,false,0.0
gps_total_distance_3d_mean,Q9_score,-0.1106,0.4645159830391651,NaN,0.1106,46,-0.3884,0.1857,spearman,small,false,0.0
gps_total_distance_3d_std,total_score,-0.2512,0.09218154497767307,NaN,0.2512,46,-0.5047,0.0422,spearman,small,false,0.0
gps_total_distance_3d_std,Q1_score,-0.0665,0.6606708301639048,NaN,0.0665,46,-0.35,0.2282,spearman,negligible,false,0.0
gps_total_distance_3d_std,Q2_score,-0.3086,0.036891432917306864,NaN,0.3086,46,-0.5497,-0.0202,spearman,medium,false,1.0
gps_total_distance_3d_std,Q3_score,-0.1633,0.27815130530046817,NaN,0.1633,46,-0.4331,0.1333,spearman,small,false,0.0
gps_total_distance_3d_std,Q4_score,-0.0058,0.9693636458866184,NaN,0.0058,46,-0.2956,0.285,spearman,negligible,false,0.0
gps_total_distance_3d_std,Q5_score,-0.1376,0.3616597246616088,NaN,0.1376,46,-0.4115,0.159,spearman,small,false,0.0
gps_total_distance_3d_std,Q6_score,-0.3052,0.03917171986211438,NaN,0.3052,46,-0.547,-0.0163,spearman,medium,false,1.0
gps_total_distance_3d_std,Q7_score,-0.1613,0.2843261094005621,NaN,0.1613,46,-0.4314,0.1354,spearman,small,false,0.0
gps_total_distance_3d_std,Q8_score,-0.2128,0.15557574401997046,NaN,0.2128,46,-0.4739,0.0826,spearman,small,false,0.0
gps_total_distance_3d_std,Q9_score,-0.057,0.7065060777905715,NaN,0.057,46,-0.3417,0.2372,spearman,negligible,false,0.0
gps_total_distance_3d_min,total_score,-0.3226,0.028763441662949054,NaN,0.3226,46,-0.5604,-0.0357,spearman,medium,false,1.0
gps_total_distance_3d_min,Q1_score,-0.1816,0.22699170679862873,NaN,0.1816,46,-0.4483,0.1147,spearman,small,false,0.0
gps_total_distance_3d_min,Q2_score,-0.3769,0.009830975362498275,NaN,0.3769,46,-0.6014,-0.0972,spearman,medium,false,1.0
gps_total_distance_3d_min,Q3_score,-0.2207,0.14048083792908556,NaN,0.2207,46,-0.4802,0.0743,spearman,small,false,0.0
gps_total_distance_3d_min,Q4_score,-0.0302,0.8421539388406266,NaN,0.0302,46,-0.3177,0.2624,spearman,negligible,false,0.0
gps_total_distance_3d_min,Q5_score,-0.1816,0.22720234815754362,NaN,0.1816,46,-0.4482,0.1148,spearman,small,false,0.0
gps_total_distance_3d_min,Q6_score,-0.2662,0.0737511963503607,NaN,0.2662,46,-0.5166,0.0261,spearman,small,false,0.0
gps_total_distance_3d_min,Q7_score,-0.185,0.21847453490696672,NaN,0.185,46,-0.451,0.1113,spearman,small,false,0.0
gps_total_distance_3d_min,Q8_score,-0.1709,0.2560776762052844,NaN,0.1709,46,-0.4394,0.1256,spearman,small,false,0.0
gps_total_distance_3d_min,Q9_score,-0.1721,0.2526397697118302,NaN,0.1721,46,-0.4404,0.1244,spearman,small,false,0.0
gps_total_distance_3d_max,total_score,-0.3029,0.04070474841995146,NaN,0.3029,46,-0.5453,-0.0139,spearman,medium,false,1.0
gps_total_distance_3d_max,Q1_score,-0.1172,0.43796355006092746,NaN,0.1172,46,-0.3941,0.1792,spearman,small,false,0.0
gps_total_distance_3d_max,Q2_score,-0.3545,0.015637788895627332,NaN,0.3545,46,-0.5846,-0.0716,spearman,medium,false,1.0
gps_total_distance_3d_max,Q3_score,-0.1864,0.2148284647950544,NaN,0.1864,46,-0.4522,0.1098,spearman,small,false,0.0
gps_total_distance_3d_max,Q4_score,-0.0406,0.7886449708315308,NaN,0.0406,46,-0.3271,0.2527,spearman,negligible,false,0.0
gps_total_distance_3d_max,Q5_score,-0.1619,0.2824858885558242,NaN,0.1619,46,-0.4319,0.1348,spearman,small,false,0.0
gps_total_distance_3d_max,Q6_score,-0.3146,0.03324680136338731,NaN,0.3146,46,-0.5542,-0.0267,spearman,medium,false,1.0
gps_total_distance_3d_max,Q7_score,-0.1868,0.21380722032966576,NaN,0.1868,46,-0.4526,0.1094,spearman,small,false,0.0
gps_total_distance_3d_max,Q8_score,-0.2279,0.12760330982424548,NaN,0.2279,46,-0.4861,0.0668,spearman,small,false,0.0
gps_total_distance_3d_max,Q9_score,-0.0863,0.5683863483642921,NaN,0.0863,46,-0.3674,0.2092,spearman,negligible,false,0.0
gps_total_distance_3d_trend,total_score,-0.29,0.05054777847369146,NaN,0.29,46,-0.5353,0.0003,spearman,small,false,0.0
gps_total_distance_3d_trend,Q1_score,-0.2393,0.1092831379855782,NaN,0.2393,46,-0.4952,0.0548,spearman,small,false,0.0
gps_total_distance_3d_trend,Q2_score,-0.275,0.06435020525773964,NaN,0.275,46,-0.5235,0.0166,spearman,small,false,0.0
gps_total_distance_3d_trend,Q3_score,-0.2935,0.04777101789363621,NaN,0.2935,46,-0.5379,-0.0035,spearman,small,false,0.0
gps_total_distance_3d_trend,Q4_score,-0.0706,0.6409920257467683,NaN,0.0706,46,-0.3537,0.2243,spearman,negligible,false,0.0
gps_total_distance_3d_trend,Q5_score,-0.2572,0.08448489495978757,NaN,0.2572,46,-0.5094,0.0358,spearman,small,false,0.0
gps_total_distance_3d_trend,Q6_score,-0.1677,0.2652622696134561,NaN,0.1677,46,-0.4367,0.1289,spearman,small,false,0.0
gps_total_distance_3d_trend,Q7_score,-0.3009,0.042159502055115164,NaN,0.3009,46,-0.5437,-0.0116,spearman,medium,false,1.0
gps_total_distance_3d_trend,Q8_score,0.0965,0.5233199162534198,NaN,0.0965,46,-0.1993,0.3763,spearman,negligible,false,0.0
gps_total_distance_3d_trend,Q9_score,0.0086,0.954860376120037,NaN,0.0086,46,-0.2824,0.2981,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_mean,total_score,-0.3456,0.018659753018328996,NaN,0.3456,46,-0.5779,-0.0614,spearman,medium,false,1.0
gps_radius_of_gyration_3d_mean,Q1_score,-0.1252,0.4071509770003531,NaN,0.1252,46,-0.4009,0.1713,spearman,small,false,0.0
gps_radius_of_gyration_3d_mean,Q2_score,-0.39,0.007375810251017116,NaN,0.39,46,-0.6111,-0.1124,spearman,medium,false,1.0
gps_radius_of_gyration_3d_mean,Q3_score,-0.2384,0.1105981067474015,NaN,0.2384,46,-0.4945,0.0558,spearman,small,false,0.0
gps_radius_of_gyration_3d_mean,Q4_score,-0.0279,0.8539190880035455,NaN,0.0279,46,-0.3157,0.2645,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_mean,Q5_score,-0.1783,0.23576622458734095,NaN,0.1783,46,-0.4455,0.1181,spearman,small,false,0.0
gps_radius_of_gyration_3d_mean,Q6_score,-0.3367,0.022136144798797476,NaN,0.3367,46,-0.5712,-0.0514,spearman,medium,false,1.0
gps_radius_of_gyration_3d_mean,Q7_score,-0.1768,0.23996413096058866,NaN,0.1768,46,-0.4443,0.1197,spearman,small,false,0.0
gps_radius_of_gyration_3d_mean,Q8_score,-0.2426,0.10434511678308418,NaN,0.2426,46,-0.4978,0.0514,spearman,small,false,0.0
gps_radius_of_gyration_3d_mean,Q9_score,-0.0227,0.8808816743189911,NaN,0.0227,46,-0.311,0.2694,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_std,total_score,-0.2882,0.052061430224259846,NaN,0.2882,46,-0.5339,0.0022,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q1_score,-0.1013,0.5027320701078699,NaN,0.1013,46,-0.3805,0.1947,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q2_score,-0.3713,0.011065040132718102,NaN,0.3713,46,-0.5972,-0.0908,spearman,medium,false,1.0
gps_radius_of_gyration_3d_std,Q3_score,-0.162,0.2821517162857904,NaN,0.162,46,-0.432,0.1346,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q4_score,0.0014,0.9926033650361631,NaN,0.0014,46,-0.289,0.2916,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_std,Q5_score,-0.1314,0.38423276367403425,NaN,0.1314,46,-0.4062,0.1652,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q6_score,-0.3363,0.022308096839403456,NaN,0.3363,46,-0.5709,-0.051,spearman,medium,false,1.0
gps_radius_of_gyration_3d_std,Q7_score,-0.1741,0.24717391098246042,NaN,0.1741,46,-0.4421,0.1224,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q8_score,-0.1981,0.18701622130614703,NaN,0.1981,46,-0.4618,0.0979,spearman,small,false,0.0
gps_radius_of_gyration_3d_std,Q9_score,-0.0045,0.9760936854301352,NaN,0.0045,46,-0.2945,0.2861,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_min,total_score,-0.3026,0.04096488156145654,NaN,0.3026,46,-0.545,-0.0135,spearman,medium,false,1.0
gps_radius_of_gyration_3d_min,Q1_score,-0.1303,0.3882338099646072,NaN,0.1303,46,-0.4052,0.1663,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q2_score,-0.3504,0.01696906081748792,NaN,0.3504,46,-0.5815,-0.0669,spearman,medium,false,1.0
gps_radius_of_gyration_3d_min,Q3_score,-0.2498,0.09406200551095836,NaN,0.2498,46,-0.5036,0.0437,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q4_score,-0.0227,0.8810244917583506,NaN,0.0227,46,-0.3109,0.2694,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_min,Q5_score,-0.194,0.19636674269318466,NaN,0.194,46,-0.4585,0.102,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q6_score,-0.2435,0.10294230713317262,NaN,0.2435,46,-0.4986,0.0503,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q7_score,-0.1396,0.35470291580229074,NaN,0.1396,46,-0.4132,0.157,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q8_score,-0.1338,0.3752946482350107,NaN,0.1338,46,-0.4083,0.1628,spearman,small,false,0.0
gps_radius_of_gyration_3d_min,Q9_score,-0.1237,0.4128405251285785,NaN,0.1237,46,-0.3996,0.1728,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,total_score,-0.3154,0.03277709293616525,NaN,0.3154,46,-0.5549,-0.0276,spearman,medium,false,1.0
gps_radius_of_gyration_3d_max,Q1_score,-0.1086,0.4725251204459089,NaN,0.1086,46,-0.3867,0.1876,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,Q2_score,-0.3719,0.01093593388831363,NaN,0.3719,46,-0.5977,-0.0914,spearman,medium,false,1.0
gps_radius_of_gyration_3d_max,Q3_score,-0.1957,0.19246498833783665,NaN,0.1957,46,-0.4599,0.1003,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,Q4_score,-0.0222,0.8838126957377708,NaN,0.0222,46,-0.3105,0.2699,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_max,Q5_score,-0.1529,0.31045953805092413,NaN,0.1529,46,-0.4243,0.1438,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,Q6_score,-0.3378,0.021683037653479415,NaN,0.3378,46,-0.572,-0.0527,spearman,medium,false,1.0
gps_radius_of_gyration_3d_max,Q7_score,-0.1756,0.2430641101893358,NaN,0.1756,46,-0.4433,0.1208,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,Q8_score,-0.2245,0.1336020450920091,NaN,0.2245,46,-0.4833,0.0704,spearman,small,false,0.0
gps_radius_of_gyration_3d_max,Q9_score,0.0015,0.9920302049655596,NaN,0.0015,46,-0.2889,0.2917,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,total_score,-0.1359,0.36771470828349206,NaN,0.1359,46,-0.4101,0.1607,spearman,small,false,0.0
gps_radius_of_gyration_3d_trend,Q1_score,-0.0137,0.927769470720808,NaN,0.0137,46,-0.3028,0.2777,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,Q2_score,-0.0221,0.8841164403181608,NaN,0.0221,46,-0.3104,0.2699,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,Q3_score,-0.2269,0.12949455206869478,NaN,0.2269,46,-0.4852,0.0679,spearman,small,false,0.0
gps_radius_of_gyration_3d_trend,Q4_score,-0.0481,0.7507986974157813,NaN,0.0481,46,-0.3338,0.2456,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,Q5_score,-0.1314,0.3839857054096858,NaN,0.1314,46,-0.4062,0.1652,spearman,small,false,0.0
gps_radius_of_gyration_3d_trend,Q6_score,-0.099,0.5128836567657985,NaN,0.099,46,-0.3784,0.197,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,Q7_score,-0.1222,0.41844858304554233,NaN,0.1222,46,-0.3984,0.1743,spearman,small,false,0.0
gps_radius_of_gyration_3d_trend,Q8_score,0.0488,0.7474813547958208,NaN,0.0488,46,-0.245,0.3343,spearman,negligible,false,0.0
gps_radius_of_gyration_3d_trend,Q9_score,0.0596,0.6941397542509575,NaN,0.0596,46,-0.2348,0.3439,spearman,negligible,false,0.0
gps_location_entropy_7d_mean,total_score,-0.2959,0.04583679720948203,NaN,0.2959,46,-0.5399,-0.0062,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q1_score,-0.1213,0.4221372422888592,NaN,0.1213,46,-0.3976,0.1752,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q2_score,-0.3278,0.026178357128485978,NaN,0.3278,46,-0.5644,-0.0414,spearman,medium,false,1.0
gps_location_entropy_7d_mean,Q3_score,-0.1347,0.372174198155796,NaN,0.1347,46,-0.409,0.1619,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q4_score,-0.1561,0.300073592068393,NaN,0.1561,46,-0.4271,0.1405,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q5_score,-0.0609,0.6876256735165576,NaN,0.0609,46,-0.3451,0.2335,spearman,negligible,false,0.0
gps_location_entropy_7d_mean,Q6_score,-0.187,0.21336276296946877,NaN,0.187,46,-0.4527,0.1092,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q7_score,-0.1941,0.19616892065598188,NaN,0.1941,46,-0.4586,0.1019,spearman,small,false,0.0
gps_location_entropy_7d_mean,Q8_score,-0.3329,0.02378068754149011,NaN,0.3329,46,-0.5683,-0.0472,spearman,medium,false,1.0
gps_location_entropy_7d_mean,Q9_score,-0.0924,0.5414469226286434,NaN,0.0924,46,-0.3727,0.2034,spearman,negligible,false,0.0
gps_location_entropy_7d_std,total_score,-0.1929,0.1988816652249752,NaN,0.1929,46,-0.4576,0.1031,spearman,small,false,0.0
gps_location_entropy_7d_std,Q1_score,-0.1272,0.3995212846402195,NaN,0.1272,46,-0.4026,0.1693,spearman,small,false,0.0
gps_location_entropy_7d_std,Q2_score,-0.1942,0.19591934859828716,NaN,0.1942,46,-0.4586,0.1018,spearman,small,false,0.0
gps_location_entropy_7d_std,Q3_score,-0.1405,0.3517189485863099,NaN,0.1405,46,-0.4139,0.1562,spearman,small,false,0.0
gps_location_entropy_7d_std,Q4_score,-0.2058,0.17000140340493738,NaN,0.2058,46,-0.4681,0.0899,spearman,small,false,0.0
gps_location_entropy_7d_std,Q5_score,-0.0644,0.6705759534820099,NaN,0.0644,46,-0.3482,0.2302,spearman,negligible,false,0.0
gps_location_entropy_7d_std,Q6_score,-0.0863,0.5683504546466389,NaN,0.0863,46,-0.3674,0.2092,spearman,negligible,false,0.0
gps_location_entropy_7d_std,Q7_score,-0.049,0.7461945987543606,NaN,0.049,46,-0.3346,0.2447,spearman,negligible,false,0.0
gps_location_entropy_7d_std,Q8_score,-0.145,0.3363816847880926,NaN,0.145,46,-0.4177,0.1517,spearman,small,false,0.0
gps_location_entropy_7d_std,Q9_score,0.1646,0.274426696414335,NaN,0.1646,46,-0.132,0.4341,spearman,small,false,0.0
gps_location_entropy_7d_min,total_score,-0.1903,0.2051313494242338,NaN,0.1903,46,-0.4555,0.1058,spearman,small,false,0.0
gps_location_entropy_7d_min,Q1_score,-0.0737,0.6262978981791356,NaN,0.0737,46,-0.3564,0.2213,spearman,negligible,false,0.0
gps_location_entropy_7d_min,Q2_score,-0.2359,0.11450853722129617,NaN,0.2359,46,-0.4925,0.0584,spearman,small,false,0.0
gps_location_entropy_7d_min,Q3_score,-0.0648,0.6687320923052918,NaN,0.0648,46,-0.3485,0.2298,spearman,negligible,false,0.0
gps_location_entropy_7d_min,Q4_score,-0.0404,0.7900061476355268,NaN,0.0404,46,-0.3268,0.2529,spearman,negligible,false,0.0
gps_location_entropy_7d_min,Q5_score,-0.0215,0.887470339292464,NaN,0.0215,46,-0.3098,0.2705,spearman,negligible,false,0.0
gps_location_entropy_7d_min,Q6_score,-0.1312,0.38492266301671807,NaN,0.1312,46,-0.406,0.1654,spearman,small,false,0.0
gps_location_entropy_7d_min,Q7_score,-0.1613,0.28411013881393243,NaN,0.1613,46,-0.4314,0.1353,spearman,small,false,0.0
gps_location_entropy_7d_min,Q8_score,-0.2745,0.06486814603154066,NaN,0.2745,46,-0.5231,0.0172,spearman,small,false,0.0
gps_location_entropy_7d_min,Q9_score,-0.1171,0.4382555138674915,NaN,0.1171,46,-0.394,0.1793,spearman,small,false,0.0
gps_location_entropy_7d_max,total_score,-0.3209,0.029684707603912664,NaN,0.3209,46,-0.5591,-0.0337,spearman,medium,false,1.0
gps_location_entropy_7d_max,Q1_score,-0.153,0.31002460525016357,NaN,0.153,46,-0.4245,0.1437,spearman,small,false,0.0
gps_location_entropy_7d_max,Q2_score,-0.3462,0.018420124263918897,NaN,0.3462,46,-0.5784,-0.0622,spearman,medium,false,1.0
gps_location_entropy_7d_max,Q3_score,-0.1537,0.3077914486879453,NaN,0.1537,46,-0.425,0.143,spearman,small,false,0.0
gps_location_entropy_7d_max,Q4_score,-0.1952,0.1935109550453844,NaN,0.1952,46,-0.4595,0.1008,spearman,small,false,0.0
gps_location_entropy_7d_max,Q5_score,-0.0914,0.5459610982909266,NaN,0.0914,46,-0.3718,0.2044,spearman,negligible,false,0.0
gps_location_entropy_7d_max,Q6_score,-0.1858,0.2164249841126047,NaN,0.1858,46,-0.4517,0.1105,spearman,small,false,0.0
gps_location_entropy_7d_max,Q7_score,-0.1887,0.20920980456072452,NaN,0.1887,46,-0.4541,0.1075,spearman,small,false,0.0
gps_location_entropy_7d_max,Q8_score,-0.3209,0.02968328789445541,NaN,0.3209,46,-0.5591,-0.0337,spearman,medium,false,1.0
gps_location_entropy_7d_max,Q9_score,-0.0358,0.8130616775088783,NaN,0.0358,46,-0.3228,0.2571,spearman,negligible,false,0.0
gps_location_entropy_7d_trend,total_score,-0.3037,0.040188536338547715,NaN,0.3037,46,-0.5459,-0.0147,spearman,medium,false,1.0
gps_location_entropy_7d_trend,Q1_score,-0.2531,0.08962541438114988,NaN,0.2531,46,-0.5062,0.0401,spearman,small,false,0.0
gps_location_entropy_7d_trend,Q2_score,-0.3728,0.010728891938043255,NaN,0.3728,46,-0.5983,-0.0925,spearman,medium,false,1.0
gps_location_entropy_7d_trend,Q3_score,-0.1358,0.3681222580127549,NaN,0.1358,46,-0.41,0.1608,spearman,small,false,0.0
gps_location_entropy_7d_trend,Q4_score,-0.0288,0.8490706645557734,NaN,0.0288,46,-0.3165,0.2637,spearman,negligible,false,0.0
gps_location_entropy_7d_trend,Q5_score,-0.1249,0.40838514811851134,NaN,0.1249,46,-0.4006,0.1717,spearman,small,false,0.0
gps_location_entropy_7d_trend,Q6_score,-0.2682,0.07148799857160201,NaN,0.2682,46,-0.5182,0.0239,spearman,small,false,0.0
gps_location_entropy_7d_trend,Q7_score,-0.2222,0.1377154239759682,NaN,0.2222,46,-0.4815,0.0728,spearman,small,false,0.0
gps_location_entropy_7d_trend,Q8_score,-0.0988,0.5137101097044194,NaN,0.0988,46,-0.3782,0.1972,spearman,negligible,false,0.0
gps_location_entropy_7d_trend,Q9_score,-0.0222,0.8835103018068149,NaN,0.0222,46,-0.3105,0.2698,spearman,negligible,false,0.0
gps_home_stay_ratio_7d_mean,total_score,0.3911,0.007196241332013272,NaN,0.3911,46,0.1137,0.6119,spearman,medium,false,1.0
gps_home_stay_ratio_7d_mean,Q1_score,0.2093,0.1626476992193305,NaN,0.2093,46,-0.0862,0.471,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q2_score,0.4359,0.0024632171697125853,NaN,0.4359,46,0.1667,0.6446,spearman,medium,false,1.0
gps_home_stay_ratio_7d_mean,Q3_score,0.2324,0.12014737392434574,NaN,0.2324,46,-0.0621,0.4897,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q4_score,0.1831,0.2233433732203467,NaN,0.1831,46,-0.1133,0.4495,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q5_score,0.1688,0.26218690216488516,NaN,0.1688,46,-0.1278,0.4376,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q6_score,0.2381,0.11110073785045514,NaN,0.2381,46,-0.0561,0.4942,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q7_score,0.2777,0.061692618116402205,NaN,0.2777,46,-0.0137,0.5256,spearman,small,false,0.0
gps_home_stay_ratio_7d_mean,Q8_score,0.374,0.010462259861941131,NaN,0.374,46,0.0939,0.5992,spearman,medium,false,1.0
gps_home_stay_ratio_7d_mean,Q9_score,0.0838,0.5797906999759477,NaN,0.0838,46,-0.2116,0.3652,spearman,negligible,false,0.0
gps_home_stay_ratio_7d_std,total_score,-0.2945,0.04694322806208296,NaN,0.2945,46,-0.5387,-0.0046,spearman,small,false,0.0
gps_home_stay_ratio_7d_std,Q1_score,-0.2311,0.12233937011205923,NaN,0.2311,46,-0.4886,0.0635,spearman,small,false,0.0
gps_home_stay_ratio_7d_std,Q2_score,-0.2896,0.050914431496594165,NaN,0.2896,46,-0.5349,0.0008,spearman,small,false,0.0
gps_home_stay_ratio_7d_std,Q3_score,-0.2775,0.06186933415667554,NaN,0.2775,46,-0.5255,0.0139,spearman,small,false,0.0
gps_home_stay_ratio_7d_std,Q4_score,-0.1798,0.2317137461386987,NaN,0.1798,46,-0.4468,0.1165,spearman,small,false,0.0
